id,is_pass
7982_16,1
15082_149,0.733333
9955_169,0.933333
8107_25,0.6
6470_120,0.466667
2074_72,0.333333
6686_53,1
6108_12,0.666667
15928_62,0.8
20018_171,0.533333
15263_157,0.8
6911_14,0.866667
16940_152,0.666667
6169_15,0.533333
17867_87,0.733333
3050_113,0.866667
19010_38,0.8
15640_95,0.733333
12241_164,0.933333
5692_154,0.866667
18403_114,0.666667
4938_23,0.6
9956_82,0.8
3077_98,0.333333
20092_129,0.6
15533_151,0.533333
10802_21,0.2
4576_149,0.733333
8457_30,0.933333
4247_32,0.733333
16613_155,0.6
6568_121,1
7855_102,0.4
5022_48,0.666667
9894_125,1
7328_52,0.2
5779_29,0.866667
12901_37,0.666667
9785_62,0.666667
18621_177,0.733333
19779_130,0.6
6357_15,0.666667
1289_113,0.8
12566_174,1
15776_47,0.533333
1468_24,0.733333
11562_83,0.933333
19897_23,0.8
731_64,0.666667
2539_86,0.6
16259_157,0.933333
9723_125,0.866667
6296_10,0.933333
19114_6,0.8
13862_145,0.733333
8288_57,0.2
2817_25,0.533333
13417_43,0.466667
2776_11,0.4
13545_40,0.533333
9429_156,0.733333
7459_13,0.466667
14280_38,0.8
8783_45,0.733333
12928_65,0.8
16340_151,0.733333
11348_23,0.333333
6209_16,1
5344_62,0.866667
14920_158,0.533333
8370_38,1
13174_107,0.266667
9243_153,0.666667
7999_10,0.4
10147_82,0.866667
11254_30,0.733333
9594_161,0.266667
13299_37,0.733333
17240_181,0.533333
8718_21,0.666667
317_55,0.666667
14625_181,0.6
2226_99,0.666667
17145_153,0.466667
16711_149,0.733333
7905_75,0.8
10382_136,0.8
9997_59,0.8
8375_101,1
3913_84,0.266667
5371_183,0.533333
2454_94,0.8
9066_128,0.533333
7977_10,0.733333
15003_95,0.8
9031_80,0.333333
8524_82,0.733333
17316_47,0.666667
300_137,0.6
7072_101,1
4345_91,0.4
5534_130,1
18257_49,0.666667
9503_21,0.8
543_42,0.466667
10856_98,0.733333
13680_36,0.733333
8180_161,0.6
14305_170,0.266667
11274_127,0.466667
18717_3,0.666667
3379_29,0.933333
10930_125,0.8
1635_132,0.8
1971_19,0.6
20078_45,0.466667
3523_137,0.733333
14105_56,0.4
17214_100,0.4
9008_136,0.8
8125_15,1
1095_44,0.266667
10024_107,0.866667
5820_20,0.933333
5627_16,0.8
1887_52,0.466667
17882_113,0.666667
13685_158,0.866667
17410_47,0.666667
15155_154,0.933333
3898_67,0.4
14648_40,0.866667
18139_66,0.8
18424_22,0.666667
13087_54,0.733333
16245_60,0.533333
8987_24,0.733333
18011_80,0.666667
14068_42,0.666667
4721_97,0.466667
9945_80,0.933333
14348_39,0.6
18532_38,0.866667
8995_161,0.6
11302_25,0.466667
11540_125,0.533333
11567_138,0.8
10963_22,0.333333
12246_82,0.266667
15112_155,0.866667
19425_140,0.6
12634_174,0.666667
15440_100,0.4
5627_20,0.666667
10211_85,0.466667
5806_82,1
2620_97,1
1343_57,0.666667
8207_127,0.866667
8474_147,0.866667
10923_82,0.866667
14043_143,0.933333
16247_43,0.6
6975_18,0.933333
7661_132,0.933333
10953_81,0.466667
10235_95,0.666667
272_141,0.533333
4905_157,1
16869_153,0.6
2183_117,0.333333
2419_38,0.6
1633_122,0.866667
1310_114,0.6
6654_9,0.733333
10822_21,0.333333
83_10,0.466667
619_158,0.933333
18977_135,0.666667
3867_3,0.933333
13796_36,0.8
9362_164,0.933333
10075_129,0.8
14027_41,0.933333
18823_55,0.733333
10354_29,0.8
13727_95,0.866667
13240_170,0.666667
6370_11,0.733333
8404_26,0.866667
12920_178,0.866667
2944_31,0.6
20003_3,0.733333
10451_134,0.933333
3636_74,0.8
17978_114,0.533333
18980_112,0.733333
125_152,0.0666667
6019_53,0.866667
8503_126,0.733333
11765_177,0.4
7342_15,0.733333
19807_103,0.933333
7823_114,0.733333
4101_107,0.8
8341_129,0.533333
11090_23,0.6
268_43,0.533333
6457_100,0.6
11531_168,0.866667
666_16,0.666667
13476_61,0.733333
7223_19,1
10869_61,0.333333
13289_58,0.6
8213_22,0.533333
19504_146,0.733333
3642_92,0.266667
9103_62,0.733333
2963_27,0.933333
9339_56,0.8
11495_129,0.533333
14169_61,0.533333
4058_123,0.866667
13078_145,0.666667
188_85,0.333333
11953_23,0.866667
17981_75,0.8
776_13,0.466667
9995_103,0.666667
2010_13,0.333333
8751_83,0.466667
16018_43,0.533333
1914_72,0.533333
7946_131,1
25_9,0.4
6694_120,0.666667
7106_122,1
2247_134,0.933333
6351_115,0.466667
11906_52,0.6
12912_178,0.666667
3157_128,0.8
15851_152,0.933333
14423_62,0.533333
6915_73,0.666667
5535_176,0.933333
13490_93,0.533333
12714_37,0.6
2269_76,0.533333
17846_132,0.933333
10446_125,0.8
14273_33,0.866667
7350_20,0.266667
18984_18,0.933333
19099_87,0.533333
13394_55,0.533333
6373_68,0.666667
18468_5,0.733333
17362_44,0.466667
142_99,0.2
6725_10,0.533333
18328_4,0.333333
6330_76,0.733333
10334_127,1
14546_52,0.866667
18031_27,0.866667
14815_158,0.733333
12062_167,1
8442_57,0.466667
17048_44,0.4
3257_68,0.533333
6830_120,0.933333
14550_171,0.666667
19166_114,0.866667
5621_56,0.733333
19965_81,0.466667
15531_149,0.666667
10835_61,0.733333
15015_158,0.8
16361_109,0.666667
1500_50,0.666667
9380_126,0.733333
9137_43,0.666667
6923_122,0.8
8396_134,0.866667
8586_103,0.4
18821_91,0.466667
18048_100,0.533333
9463_33,0.6
10536_133,0.733333
6317_122,0.733333
7839_16,0.733333
11813_131,0.866667
12645_106,0.8
15003_100,0.333333
10751_125,1
1047_59,0.533333
4603_22,0.466667
12917_174,0.733333
14610_33,0.733333
3470_96,0.266667
5608_168,0.8
15026_154,0.6
7212_64,0.666667
15854_110,1
8725_159,0.666667
15573_111,0.333333
16570_156,0.666667
8913_46,0.2
17982_122,0.933333
12466_42,0.933333
13677_89,0.866667
19698_147,0.733333
14669_97,0.733333
18668_54,0.733333
6410_56,0.466667
2210_109,1
2753_80,0.4
7497_74,0.8
19702_25,0.4
2550_115,0.333333
4119_41,0.866667
8598_168,0.466667
9395_31,0.933333
19172_116,0.2
8028_134,0.866667
18664_151,0.8
3003_39,1
7593_35,0.533333
5505_31,0.8
12036_89,0.8
18786_118,0.866667
17287_159,0.266667
4004_64,0.466667
10527_131,0.933333
11149_126,0.4
15537_94,0.733333
9079_133,0.933333
5525_30,0.8
5829_179,0.533333
13483_52,0.666667
18718_75,0.466667
7147_21,0.733333
1504_156,0.933333
12535_39,0.733333
2211_156,0.866667
16085_154,0.866667
8948_127,0.466667
2585_93,0.133333
18765_163,0.6
19279_141,0.8
17413_150,0.866667
13664_39,0.733333
18890_129,0.6
4716_145,0.533333
5196_101,0.733333
4566_35,0.8
7564_166,0.666667
15524_153,0.866667
18371_29,0.733333
1146_86,0.4
18915_171,0.733333
11107_21,0.333333
12685_139,0.866667
10520_101,0.533333
7075_46,0.333333
16487_180,0.2
6393_22,0.666667
11030_61,0.733333
633_72,0.333333
7180_67,0.866667
13386_174,0.4
14463_186,0.733333
2056_128,0.933333
9597_51,0.533333
4309_59,0.8
6000_13,0.466667
6776_23,0.8
9613_165,0.866667
13736_49,0.8
16853_94,0.8
97_82,0.6
15664_46,0.333333
10027_126,0.4
19584_69,0.6
11448_36,0.733333
7343_72,0.333333
2045_17,0.866667
13508_54,0.8
4040_52,0.266667
7393_126,0.6
4262_160,0.866667
9906_102,1
3474_63,0.666667
8764_29,0.666667
494_31,1
11925_27,0.733333
2901_149,0.733333
5013_175,0.6
9960_86,0.4
3594_11,0.2
9343_125,0.533333
2635_156,0.933333
7193_173,1
12354_140,0.733333
3236_126,0.466667
16334_160,0.733333
18341_57,0.733333
16966_111,0.8
6026_82,0.6
15848_157,0.933333
19191_157,0.666667
1073_66,0.4
15529_95,0.666667
5163_58,0.533333
587_49,0.733333
20022_32,0.733333
10361_99,0.733333
4062_96,1
1876_117,0.933333
4624_62,0.533333
917_73,0.466667
5702_14,0.6
5541_11,0.4
4425_80,0.666667
17861_3,0.533333
3685_22,0.933333
9202_44,0.666667
18979_133,0.866667
5921_73,0.333333
1365_114,0.6
15849_154,0.866667
17040_45,0.333333
18478_1,0.4
5742_114,0.266667
6784_98,0.133333
3609_121,0.933333
2255_69,0.4
16095_156,0.733333
4416_122,1
1990_40,0.6
18302_114,0.466667
8570_132,0.733333
13022_54,0.4
12624_32,0.933333
13292_63,0.4
7246_82,0.533333
5419_117,0.6
19166_113,0.666667
14980_180,0.333333
13630_87,0.2
4546_84,0.733333
11636_135,0.6
1716_55,0.6
1551_38,0.733333
5632_32,0.6
10079_132,0.933333
14764_157,0.933333
16288_151,0.533333
14055_145,0.933333
12346_139,0.733333
13436_170,0.466667
19532_34,0.666667
95_147,0.6
6865_75,0.466667
14559_59,0.666667
6509_175,0.866667
18554_84,0.4
18485_68,0.733333
2981_35,0.666667
14092_87,0.466667
8081_45,0.6
6_22,0.533333
12443_50,0.466667
12864_40,0.933333
11064_161,0.6
654_95,0.6
17627_149,0.733333
15276_158,0.733333
15496_62,0.266667
3048_98,0.666667
1288_53,0.666667
2978_81,0.8
12259_112,0.733333
9055_131,1
19222_90,0.333333
4228_44,0.466667
9836_130,1
15025_61,0.466667
3639_113,0.933333
6628_131,0.933333
16428_151,0.866667
15197_155,1
10782_135,0.2
12482_109,1
18031_28,0.666667
15830_151,0.2
13174_53,0.6
8914_135,0.866667
19710_142,0.933333
18755_5,0.4
12421_30,0.533333
2433_136,1
10569_170,0.333333
5388_141,0.466667
17685_64,0.6
15462_149,0.733333
16890_96,0.8
11249_65,0.266667
841_26,0.666667
6126_22,0.733333
9599_166,0.8
3513_80,0.466667
16589_160,0.6
16563_96,0.666667
8941_32,0.4
2108_89,0.4
16332_47,0.8
6715_42,0.866667
6557_117,0.8
14912_155,0.933333
5458_127,0.733333
7865_96,0.733333
12485_170,0.4
16211_57,0.4
8780_45,0.466667
17104_63,0.666667
19980_67,0.533333
172_52,0.733333
7736_79,0.466667
10310_42,0.866667
19492_11,0.533333
3410_124,0.8
1863_102,0.866667
14640_62,0.666667
714_22,0.333333
676_75,0.6
18559_82,0.8
16428_152,0.8
19782_13,0.8
10718_152,0.6
10102_28,0.933333
7029_26,0.466667
5271_44,0.733333
6075_118,1
18358_121,0.666667
15928_65,0.533333
18827_182,0.933333
19821_61,0.733333
17976_48,0.866667
14666_181,0.2
3518_142,0.666667
10190_143,0.733333
3016_117,0.8
2488_89,0.466667
5931_117,0.666667
7828_20,0.8
10165_62,0.866667
8908_162,0.533333
2778_17,1
6348_52,0.466667
7191_66,0.933333
14621_40,0.666667
17707_46,0.6
8692_23,0.533333
4747_131,0.8
5452_65,0.133333
15807_46,0.2
13965_39,0.8
2680_81,0.8
11130_26,0.866667
1679_46,0.6
12051_129,0.733333
2223_98,0.733333
1614_125,0.6
4301_83,0.133333
18483_135,0.733333
4302_34,0.666667
7516_114,0.8
3412_62,0.533333
11929_102,1
1344_2,0.733333
7093_99,0.333333
12377_48,0.8
2049_13,0.666667
3324_52,1
18521_148,0.666667
19412_94,0.8
10791_30,0.866667
1406_77,0.933333
12023_103,0.4
3979_76,0.666667
12160_37,0.6
1042_29,0.933333
6105_18,0.733333
6523_18,0.866667
11428_133,0.333333
2061_34,0.2
16941_156,0.533333
9728_166,0.933333
19837_104,1
1132_93,0.533333
9025_29,0.733333
10304_54,0.2
14035_153,0.933333
18684_144,0.733333
11951_125,0.866667
4314_58,0.933333
4007_68,0.333333
14649_37,0.2
322_96,0.466667
9568_132,0.533333
257_45,0.333333
13045_40,0.8
12888_158,0.6
17063_94,0.6
1323_65,0.266667
10239_103,0.933333
7922_11,0.533333
9007_100,0.666667
17648_153,0.466667
3924_21,0.533333
16718_157,0.733333
11623_27,1
19149_10,0.8
8368_130,0.8
12451_175,0.6
4970_15,0.933333
6290_130,1
1269_5,0.266667
19430_56,0.8
15398_149,0.733333
2493_132,0.6
15215_95,0.866667
5156_127,0.8
9211_135,1
7916_147,0.866667
6228_73,0.933333
1620_47,0.2
12884_186,0.733333
16515_152,0.666667
18041_125,0.866667
765_67,0.466667
18777_135,0.533333
19576_128,0.866667
18258_19,0.933333
2150_83,0.2
11891_164,0.8
18204_168,0.8
2482_7,0.533333
3612_142,0.8
12725_38,0.866667
3915_56,0.266667
6814_12,0.866667
4147_118,0.866667
907_36,0.533333
8753_61,0.733333
13698_172,0.6
1695_54,0.8
4309_76,0.666667
9213_22,0.6
2907_94,0.733333
18595_50,0.866667
19353_28,1
14160_143,0.8
14927_154,0.8
5096_126,0.733333
14834_95,0.866667
3330_81,0.866667
10928_131,1
18500_23,0.8
18168_162,0.666667
8278_163,0.6
10737_136,0.733333
10629_44,0.466667
2885_7,0.6
2535_52,0.266667
7909_101,0.533333
5945_122,0.933333
6856_117,0.8
18525_58,0.933333
17884_77,0.533333
2374_172,0.4
9328_145,0.466667
18415_52,0.8
11489_81,0.533333
12643_61,0.733333
7930_40,0.733333
14090_171,0.666667
8679_45,0.4
17364_185,0.866667
5804_124,0.666667
580_184,0.6
6371_20,0.866667
57_1,0.533333
5067_113,0.666667
5749_28,1
19240_29,0.866667
1861_46,0.4
11319_21,0.533333
18786_120,0.8
17487_109,0.933333
18488_61,0.333333
8551_134,0.666667
3386_69,0.133333
2665_130,0.733333
7735_186,0.8
10420_31,0.666667
10898_176,0.666667
4167_65,0.8
17242_179,0.466667
7582_69,0.933333
4655_115,0.6
6202_117,0.733333
7144_16,0.933333
3942_38,0.733333
18875_10,0.533333
18141_125,0.733333
15992_156,0.733333
3891_97,0.933333
13169_54,1
6952_18,0.933333
14737_57,0.866667
7036_60,0.733333
14968_150,0.933333
19973_144,0.466667
743_64,0.333333
2288_56,0.466667
11183_89,0.933333
9467_138,0.666667
15308_45,0.6
13164_36,0.666667
4902_10,0.466667
17409_109,1
7391_67,0.266667
10999_29,0.933333
13860_158,0.733333
14243_87,0.933333
5298_17,0.6
6448_124,0.733333
1140_73,0.266667
5673_21,0.6
19502_3,0.4
9855_26,0.8
832_45,0.733333
13305_33,0.8
8202_129,0.866667
6204_61,0.6
10539_65,0.266667
8805_158,0.933333
11090_30,0.933333
17996_74,0.666667
10748_134,0.333333
13594_91,0.533333
9298_162,0.733333
7166_84,0.4
19439_154,1
11234_129,0.0666667
18052_83,0.466667
4675_48,0.6
8227_88,1
664_61,0.0666667
10992_161,0.8
14618_38,1
1613_23,0.4
14312_60,0.533333
15999_157,0.4
11399_59,0.8
9866_41,0.6
17737_62,0.866667
11143_141,0.6
13705_185,0.866667
17403_45,0.466667
3748_59,0.2
5943_81,0.933333
15767_44,0.666667
18104_95,0.6
5741_133,0.733333
10980_126,0.266667
17389_45,0.6
6765_134,0.733333
17874_138,0.466667
14610_38,1
8026_23,0.133333
8472_135,0.8
20024_149,0.466667
11118_101,0.533333
14532_174,0.333333
17966_140,0.8
13071_54,0.933333
1826_26,0.8
10489_56,0.133333
5374_127,0.266667
9385_165,0.8
14477_61,0.6
2893_122,0.933333
3958_20,0.666667
16994_99,0.266667
15842_57,0.866667
9385_166,0.866667
13577_105,0.733333
19783_84,0.866667
831_126,0.866667
19031_127,0.533333
3479_101,0.866667
16925_96,0.666667
14011_47,0.4
10986_164,0.8
18587_121,0.733333
18568_123,0.733333
3383_72,0.4
3913_80,0.466667
14854_154,0.866667
10089_80,0.733333
3059_50,0.533333
2922_128,0.466667
3692_114,0.4
6307_78,0.666667
18460_153,0.733333
10290_128,0.733333
4238_61,0.6
7147_22,0.933333
11235_133,0.733333
8934_126,0.266667
6385_142,1
18671_94,0.666667
14084_96,0.4
1358_28,1
11036_128,0.8
10555_166,0.733333
9998_2,0.8
4021_80,0.866667
11648_109,0.733333
6520_76,0.733333
2561_73,0.2
11490_62,0.666667
13264_176,0.733333
13085_156,0.866667
6009_119,0.733333
16692_160,0.6
7028_67,0.8
13528_138,0.8
15931_59,0.4
1028_18,0.866667
11369_44,0.866667
2446_116,0.933333
10418_30,1
10941_161,0.333333
5114_120,0.866667
2458_19,0.6
19808_26,0.533333
579_153,0.733333
5028_142,0.866667
7119_173,0.866667
9872_98,0.866667
10392_48,0.6
4985_158,0.733333
7561_57,0.4
10467_152,0.8
2409_155,1
7482_18,0.866667
14017_137,0.6
749_154,0.933333
11151_137,0.933333
18711_150,0.8
18975_81,0.866667
14357_145,0.666667
6000_18,0.8
9733_165,1
14250_63,0.533333
6106_115,0.8
3637_101,0.666667
19336_3,0.933333
6166_114,0.466667
18066_137,0.866667
12447_138,0.933333
18686_27,1
14414_175,0.533333
15420_156,0.666667
6965_102,0.933333
13704_48,0.266667
7467_115,0.8
5914_122,0.8
314_164,0.733333
7691_19,0.8
1421_141,1
11514_45,0.6
2272_22,0.666667
3115_101,0.466667
16488_61,0.666667
10907_58,0.4
18580_182,0.666667
1125_48,0.4
6170_114,0.8
16323_46,0.4
12905_33,0.8
14312_61,0.6
1227_32,0.4
9870_21,0.666667
8671_131,1
7107_113,1
7729_73,0.733333
5344_82,0.866667
18272_41,0.8
19231_66,0.933333
16481_181,0.4
18059_76,0.6
10353_134,0.666667
6324_81,0.933333
6740_63,0.8
9607_25,0.666667
8217_127,1
18918_87,0.533333
17996_67,0.666667
15989_187,0.733333
7286_11,0.6
1740_38,0.8
11841_138,0.4
865_149,0.866667
17962_131,0.933333
3458_128,0.933333
10125_161,0.8
13552_97,0.4
19562_103,0.8
16766_158,0.8
4108_183,0.733333
13937_105,0.666667
6287_13,0.533333
1170_35,1
18420_35,0.733333
10334_125,0.866667
738_121,0.733333
2753_84,0.2
436_10,0.466667
19126_0,0.6
16659_158,0.666667
17314_155,0.533333
15139_152,0.933333
11165_94,0.6
14771_150,0.8
18587_124,0.733333
20046_118,0.666667
11763_161,0.2
3132_60,0.866667
2595_52,0.466667
13605_144,0.533333
1200_121,0.8
13910_93,0.4
1145_117,0.6
12144_108,0.933333
11916_149,0.6
1712_152,1
18839_130,0.8
315_12,0.733333
15876_181,0.466667
14765_186,0.333333
12966_57,0.466667
4649_45,0.8
8364_34,0.466667
17117_96,0.0666667
5042_57,0.466667
6107_60,0.466667
7625_158,0.8
16382_110,0.8
16100_154,1
15923_95,0.533333
191_179,0.533333
19706_87,0.8
11605_50,0.4
12691_137,0.666667
18593_1,0.533333
16347_111,0.533333
4318_123,0.933333
4859_145,1
7473_88,0.2
6825_14,0.533333
19523_121,0.6
8875_84,0.6
17714_184,0.733333
1700_37,0.8
17207_57,0.733333
18242_44,0.6
15560_95,0.533333
11538_166,0.6
15872_63,0.866667
3392_77,0.466667
13755_40,0.6
13751_170,0.4
12140_110,0.733333
2535_53,0.533333
17028_43,0.333333
5233_173,0.933333
9901_46,0.533333
3964_133,0.6
13861_65,0.333333
2925_176,0.933333
15975_157,0.8
18208_152,0.333333
623_36,0.666667
16006_149,0.8
19598_25,0.466667
7878_129,0.866667
18491_115,0.466667
18756_126,0.466667
4032_162,0.8
9965_55,0.8
18681_64,0.6
15504_44,0.533333
16288_159,0.4
15253_111,0.2
7863_36,0.4
4653_104,0.8
12653_42,0.666667
17190_185,0.666667
14542_173,0.8
1170_40,0.866667
9331_135,0.8
4392_23,0.466667
16871_45,0.466667
7132_116,0.666667
15971_63,0.733333
3399_73,0.666667
17248_94,0.6
6390_70,0.6
17687_47,0.6
843_108,0.866667
6102_74,0.533333
5453_103,0.733333
10221_50,0.733333
1372_127,0.666667
7839_14,0.933333
4965_134,0.8
14107_108,0.666667
2050_138,0.933333
14072_141,0.466667
17580_43,0.6
17243_62,0.4
8379_130,0.8
19047_10,0.333333
11647_110,0.666667
4145_136,0.8
19008_96,0.6
13846_146,0.533333
6025_10,0.6
12526_63,1
6011_37,0.6
19132_61,0.533333
19584_75,0.733333
11574_82,0.466667
17496_182,1
7051_16,0.933333
3540_12,0.866667
4604_86,0.133333
13475_160,0.533333
18075_63,0.533333
16521_150,0.8
18947_0,0.4
16652_156,0.8
14205_105,0.866667
4647_149,0.8
11247_133,0.666667
11525_140,0.466667
9422_28,0.8
17213_179,0.266667
7089_10,0.933333
13676_139,0.533333
8691_136,0.666667
310_72,0.133333
8662_21,1
17819_70,0.866667
10425_136,0.266667
9179_87,0.666667
11228_86,0.133333
8418_129,0.666667
3743_10,0.8
2499_122,0.266667
3459_151,0.4
10099_82,0.666667
584_118,0.933333
6141_124,0.933333
13503_171,0.533333
2370_81,0.866667
569_13,0.733333
12851_174,0.666667
13025_174,0.666667
3541_66,0.4
5216_116,0.8
7408_124,1
5647_25,0.733333
8604_25,0.866667
17648_159,0.466667
11198_83,0.333333
4341_10,0.8
1912_130,0.866667
13571_43,0.266667
272_143,1
10986_169,0.666667
17829_68,0.333333
13371_176,0.8
14617_39,0.666667
7101_11,0.866667
8191_25,0.666667
11553_31,0.466667
8426_93,0.466667
7142_145,0.866667
17895_74,0.533333
8038_126,0.466667
9691_125,0.666667
17070_95,0.6
3397_28,0.866667
7158_12,0.533333
19418_20,0.733333
594_45,0.133333
9576_22,0.666667
7794_82,0.933333
10511_83,0.266667
2666_57,0.8
11469_87,0.666667
7676_117,0.866667
15118_184,0.666667
13155_186,0.466667
17843_128,0.733333
8224_164,0.8
17984_151,0.6
12180_112,0.8
9750_128,0.533333
2176_46,0.266667
16723_160,0.666667
6916_17,0.8
5636_18,0.733333
15051_94,0.666667
7189_68,0.866667
1884_4,0.6
16610_149,0.733333
3951_7,0.533333
6780_47,0.6
15907_111,0.8
18581_119,0.933333
1559_105,0.933333
13229_35,0.8
4404_103,0.533333
12993_178,0.866667
14157_147,0.666667
3575_126,0.466667
5462_71,0.6
12639_171,0.666667
2616_31,0.866667
20048_126,0.6
10860_164,1
5002_80,0.666667
3441_168,0.6
8415_42,0.533333
12909_144,0.533333
7288_11,0.4
8653_82,0.866667
13132_108,0.8
102_174,0.8
7806_71,0.733333
19565_72,0.466667
6324_83,1
5625_72,0.2
5411_25,0.666667
14568_89,0.6
18616_25,0.733333
14698_151,0.6
4335_18,1
15179_46,0.466667
17651_94,0.4
5364_22,0.333333
17876_120,0.933333
16765_44,0.466667
9035_107,0.866667
17281_160,0.866667
37_52,0.933333
1321_98,0.4
18873_143,0.933333
15778_110,0.933333
6531_73,0.266667
7884_82,0.533333
7046_72,0.266667
1103_14,1
16696_151,0.733333
18120_42,0.933333
10706_30,1
11434_135,0.733333
4310_43,0.533333
10827_42,0.733333
16647_149,0.866667
11781_21,0.4
9490_21,0.333333
14746_155,0.733333
4738_15,0.0666667
18062_27,1
15212_45,0.533333
8117_130,0.933333
9270_151,0.866667
15533_150,0.733333
16029_150,0.6
9872_99,0.666667
2742_21,0.466667
5672_125,0.933333
14409_170,0.733333
11297_110,0.4
1431_33,0.533333
17213_181,0.333333
19165_71,0.466667
20078_46,0.4
1264_48,0.466667
18055_57,0.733333
8213_28,0.8
87_3,0.866667
19383_113,0.6
13266_138,0.6
8091_110,0.933333
684_81,0.666667
8025_65,0.666667
1990_39,0.6
2819_74,0.4
10703_130,1
104_154,0.133333
531_75,0.733333
3653_35,0.666667
11822_152,0.133333
13294_149,0.666667
12592_39,0.533333
5595_49,0.733333
1236_14,0.2
10329_82,0.333333
18697_159,0.6
15725_43,0.466667
6035_115,0.466667
9260_86,0.733333
3890_90,0.866667
3626_14,0.2
9525_39,0.866667
3481_97,0.6
6349_20,0.666667
18138_154,1
1168_1,0.333333
4578_31,0.8
18882_49,0.466667
10790_135,0.4
6644_144,0.533333
3075_39,0.933333
3799_14,0.466667
4269_68,0.466667
67_12,0.466667
14885_96,0.866667
19687_50,0.133333
14055_144,0.866667
13938_32,0.6
8425_131,1
19608_65,0.733333
15375_95,1
19025_46,0.333333
6547_119,1
2279_83,0.4
4461_116,0.866667
8382_135,0.933333
9352_131,1
905_72,0.4
15417_155,0.533333
2637_68,0.4
17606_95,0.4
15561_95,0.333333
13684_144,0.533333
14552_61,0.666667
13333_34,0.6
3655_81,0.533333
18123_78,0.133333
2076_62,0.866667
12144_52,0.533333
2250_6,1
10555_164,0.8
10597_172,0.2
8426_89,0.6
13041_146,0.533333
19164_80,0.533333
13774_112,0.533333
9473_21,0.8
6536_19,0.8
7241_64,0.133333
5290_134,0.933333
10710_51,0.866667
16908_149,0.666667
10577_126,0.2
10288_173,0.933333
8500_103,0.4
16407_43,0.533333
4704_58,0.4
4138_70,0.933333
17920_112,0.666667
9686_103,0.866667
19300_33,0.733333
940_114,0.8
13673_142,0.666667
4964_148,0.733333
6664_10,0.666667
6374_115,0.666667
328_91,0.533333
3114_56,0.533333
16279_158,0.6
3252_13,0.4
12565_137,0.933333
11735_129,1
4179_84,0.6
17776_44,0.4
7766_121,0.866667
8741_44,0.8
103_47,0.4
16932_184,0.8
7037_74,0.533333
18819_15,0.733333
10527_134,0.933333
3885_162,0.6
9941_94,0.333333
12396_33,0.2
15282_180,0.0666667
18888_107,0.333333
4732_123,0.466667
265_25,0.8
11167_161,0.2
13848_87,0.733333
18992_152,0.8
15312_112,0.4
851_85,0.533333
281_52,0.933333
3707_32,0.8
1274_68,0.333333
10976_147,0.866667
6287_12,0.466667
19713_40,0.6
1241_132,0.666667
19897_22,0.8
19183_123,0.666667
1626_43,0.2
19517_30,0.933333
6284_163,0.666667
17481_112,0.866667
7550_77,0.866667
11734_125,0.533333
16028_187,0.733333
1370_56,0.733333
2084_37,0.466667
6204_62,0.866667
15078_46,0.2
19410_12,0.8
17921_115,0.666667
11953_21,0.466667
4213_153,0.933333
7220_12,0.8
11958_38,1
16334_63,0.2
2520_130,0.866667
7272_76,0.466667
19518_149,0.666667
4238_57,0.8
13675_53,0.333333
18229_143,0.866667
14395_144,0.6
18256_138,0.8
10493_128,0.533333
5796_119,1
13163_46,0.8
9025_31,0.866667
1858_139,0.733333
2209_70,0.533333
7311_114,0.8
6602_76,0.6
6745_114,0.733333
13548_146,0.6
8013_57,0.666667
5693_62,0.133333
14836_154,0.866667
6492_29,0.933333
14850_95,0.466667
16358_44,0.4
10351_125,0.466667
2390_56,0.8
3098_123,0.666667
3244_28,0.666667
4430_63,0.6
14517_63,0.466667
19538_110,0.666667
18039_133,0.733333
19866_95,0.6
11097_22,0.6
12799_175,0.933333
8239_50,0.533333
3396_31,0.6
17226_181,0.733333
12641_33,0.266667
944_128,0.8
8730_25,0.666667
6539_120,0.733333
7073_76,0.8
18461_155,0.6
10450_185,0.8
4908_10,0.6
1660_12,0.733333
11372_133,0.733333
11061_130,0.866667
12503_175,0.6
14060_148,0.466667
10429_134,0.466667
18490_43,0.533333
5046_63,0.333333
8396_129,0.733333
11699_125,0.8
13618_34,0.4
6532_10,0.533333
8883_125,0.533333
8965_86,0.6
1209_126,0.333333
889_134,1
15062_181,0.466667
10373_127,0.533333
19822_13,0.6
9814_84,0.733333
10442_31,0.8
3013_114,0.666667
2228_96,0.466667
17194_96,0.8
7820_117,0.866667
6741_118,0.933333
7161_71,0.666667
10907_93,0.6
8409_37,0.8
11665_144,1
10786_22,0.6
14394_42,0.666667
2810_161,0.6
19231_70,0.866667
4085_69,0.466667
955_74,0.666667
13107_40,0.666667
12535_34,0.533333
19604_49,0.8
13893_50,0.733333
11469_91,0.2
9948_161,0.8
175_130,0.933333
18083_83,0.533333
7467_123,0.733333
9085_24,0.733333
12798_63,0.8
3817_79,0.4
15551_61,0.333333
8954_131,1
13937_108,0.533333
3182_119,0.733333
17480_57,0.8
14901_46,0.733333
16784_44,0.8
8612_81,0.466667
7486_14,0.933333
8162_28,0.8
5561_115,0.8
6135_11,0.8
8762_99,0.2
12998_65,0.8
2072_28,0.666667
1451_123,0.8
17163_43,0.666667
8504_28,0.866667
18019_134,0.8
435_71,0.466667
7659_138,1
619_152,0.866667
6397_16,0.733333
6036_57,0.666667
3822_179,0.466667
923_54,0.4
7424_122,0.8
10298_60,0.2
